Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
5051,107,1,1,2,6,2.0,0.0,6.0,0.0,74766.35514,18691.58879,107.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,9345.794393,9345.794393,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
9282,4,2,0,12,0,6.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,0.0,0,0,0,0,1,0,40,0,500000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
80,444662,3,4,26,11607,8.666666667,10.26320288,2901.75,5795.50069,26161.44397,15.74229415,74110.33333,180994.7374,431.5,148205.0,0,0,0,1,0,0,72,92,6.746697492,8.995596655,0,11595,1454.125,4097.537534,1661.857143,8.666666667,2901.75,8192,229,0,0,1
17988,49,1,1,2,6,2.0,0.0,6.0,0.0,163265.3061,40816.32653,49.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,450025,3,6,26,11601,8.666666667,10.26320288,1933.5,1757.789948,25836.34243,19.99888895,56253.125,153789.6537,6445.5,89991.8,0,0,0,1,0,0,72,132,6.666296317,13.33259263,0,4380,1162.7,1645.241762,1291.888889,8.666666667,1933.5,8192,229,0,0,1
80,6164860,5,0,30,0,6.0,0.0,0.0,0.0,4.866290556,0.811048426,1541215.0,3081104.035,1541215.0,0.0,0,0,0,0,1,0,100,0,0.811048426,0.0,6,6,6.0,0.0,7.2,6.0,0.0,256,-1,1989,6162871,1
5822,58,1,1,2,6,2.0,0.0,6.0,0.0,137931.0345,34482.75862,58.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,17241.37931,17241.37931,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
16608621,201,1,1,6,7,6.0,0.0,6.0,0.0,600000.0,136618.45336,12.0,0.0,15.0,0.0,0,0,0,0,1,1,42,42,42105.26316,250000.0,5,6,5.0,0.0,7.0,6.0,2.0,34,276,0,0,5
281747,191,1,1,6,5,6.0,0.0,4.5538472038439295,0.0,332133.7561560539,152550.4586243094,19.035898135895952,0.0,18.31282173781792,0.0,0,0,0,0,1,0,37,37,140339.4625021058,174102.5466026012,6,5,6.0,0.0,10.0,6.0,6.0,32,324,0,0,4
8711385,114,1,1,6,0,6.0,0.0,5.0,0.0,300000.0,250000.0,22.0,0.0,8.0,0.0,0,0,0,0,1,0,41,0,42105.26316,0.0,5,4,6.0,0.0,9.0,6.0,3.0,33,400,0,0,5
55140,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,62,-1,0,0,0
80,99257579,8,7,411,12975,51.49561620686995,132.79933552484238,1631.5851991257798,1971.9839357903677,134.87950483927955,0.1607296580987727,6639167.083500352,25341805.371448,14200000.0,14311480.990527997,1,0,0,0,0,0,224,262,0.0805983917810568,0.0801312663177158,0,5792,789.9479095011869,1538.382824092455,839.4671944338344,51.49561620686995,1631.5851991257798,0,235,184520,97909290,2
14598988,200,1,0,9,5,5.984033747779786,0.0,0.0,0.0,389047.44744759984,69495.58347777616,14.07983126110107,0.0,19.80840497335743,0.0,0,0,0,0,1,0,39,6,83611.49587365348,3991.563055053549,5,6,5.015966252220214,0.0,10.015966252220212,6.0,0.0957975133212851,34,293,0,0,4
55145,4,2,0,37,0,18.5,17.67766953,0.0,0.0,9250000.0,500000.0,4.0,0.0,4.0,0.0,0,1,0,0,1,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,980,-1,0,0,0
4662,15,1,1,2,6,2.0,0.0,6.0,0.0,533333.3333,133333.3333,15.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,6463784,4,0,24,0,6.0,0.0,0.0,0.0,3.71299536,0.61883256,2154594.667,3730999.708,2154594.667,0.0,0,0,0,0,1,0,80,0,0.61883256,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,1002,6462782,1
80,103178709,8,6,330,11595,39.12546746087215,113.5604740632736,1932.5,2258.806422039696,115.86154197215708,0.1419447013559319,7659660.323112522,26429648.077213973,13953391.443224017,919.3208989591924,0,0,0,0,1,0,296,200,0.0836499480473071,0.0582947533086247,0,4663,768.2623744693683,1638.2536646400713,821.3599305619703,39.12546746087215,1932.5,251,235,633,88635179,2
80,634144,3,6,26,11607,8.666666667,10.26320288,1934.5,2177.344966,18344.41389,14.19236009,79268.0,223502.6124,653.5,126824.4,0,0,0,1,0,0,72,132,4.730786698,9.461573397,0,4380,1163.3,1903.962654,1292.555556,8.666666667,1934.5,8192,229,0,0,1
80,100400623,11,7,373,11595,33.90909091,112.4637315,1656.428571,2119.480114,119.2024476,0.179281756,5905919.0,23600000.0,10000000.0,214.5,0,0,0,0,1,0,376,232,0.109561073,0.069720683,0,5792,629.8947368,1467.424308,664.8888889,33.90909091,1656.428571,251,235,4041,97400000,2
15278011,95,2,1,9,8,6.0,0.0,3.0,0.0,312491.0,226345.21507,15.0,0.0,20.0,0.0,0,0,0,0,1,0,42,23,42105.26316,0.0,5,6,5.0,0.0,9.0,5.0,6.0,34,90,0,0,4
1782,15,1,1,2,6,2.0,0.0,6.0,0.0,533333.3333,133333.3333,15.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
7209151,150,1,0,10,1,5.0,0.0,0.0,0.0,362381.9833878331,90106.87427569753,18.767486441289915,0.0,16.616256779355044,0.0,0,0,0,0,1,0,42,28,42105.26316,57723.45640553725,5,4,6.0,0.0,8.0,6.0,5.538212348755702,34,132,0,0,5
5962,56,1,1,2,6,2.0,0.0,6.0,0.0,142857.1429,35714.28571,56.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
9036891,208,1,1,7,5,5.090606434532821,0.0,0.453032172664104,0.0,503017.027900257,231330.90501913484,8.996670779861029,0.0,21.54696782733589,0.0,0,0,0,0,1,0,42,39,42105.26316,239078.48159428284,5,5,5.909393565467179,0.0,8.0,6.0,3.637574261868717,34,277,0,0,5
60350,105,1,1,6,6,6.0,0.0,6.0,0.0,114285.7143,19047.61905,105.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,9523.809524,9523.809524,6,6,6.0,0.0,9.0,6.0,6.0,1024,274,0,0,0
8084,45,1,1,2,6,2.0,0.0,6.0,0.0,177777.7778,44444.44444,45.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
8855001,167,1,0,6,1,5.0,0.0,1.9066686735727687,0.0,532698.4095950372,79186.51218439921,8.51332229534977,0.0,12.766671683931923,0.0,0,0,0,0,1,0,25,1,96542.30872171116,250000.0,4,6,5.046665663213616,0.0,7.186662652854462,6.0,6.0,34,147,0,0,4
8873,44,1,1,2,6,2.0,0.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
1595056,209,2,0,7,8,6.0,0.0,0.0,0.0,317632.0,42105.26316,15.0,0.0,10.0,0.0,0,0,0,0,1,0,42,0,83008.13797,210705.0,5,6,6.0,0.0,10.0,6.0,6.0,34,180,0,0,5
80,325708,3,5,26,11607,8.666666667,10.26320288,2321.4,3173.373883,35716.04013,24.56187751,46529.71429,122629.5937,374.0,81415.0,0,0,0,1,0,0,72,112,9.210704066,15.35117344,0,5840,1292.555556,2554.159212,1454.125,8.666666667,2321.4,8192,229,0,0,1
54874,219,1,1,8,7,6.0,0.0,6.0,0.0,498673.5038840133,249336.75194200667,21.946940155360533,0.0,21.946940155360533,0.0,0,0,0,0,1,1,41,41,249336.75194200667,249336.75194200667,6,6,6.0,0.0,10.973470077680266,6.0,6.0,33,398,0,0,4
80,99231842,6,8,392,11595,65.33333333,154.1825758,1449.375,2046.673464,120.7979189,0.141083746,7633218.615,27200000.0,19800000.0,14200000.0,1,0,0,0,0,0,184,264,0.060464463,0.080619283,0,5792,799.5333333,1618.714519,856.6428571,65.33333333,1449.375,0,235,17011,98100000,2
8082,46,1,1,2,6,2.0,0.0,6.0,0.0,173913.0435,43478.26087,46.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,99412382,9,7,853,11595,94.87139085589207,155.40472616891978,1656.428571,1931.7490850485085,125.2245961364482,0.1609457579499462,6627492.14877233,25300000.0,12400000.0,16600000.0,1,0,0,0,0,0,262,232,0.0905319887688719,0.0704137686563178,0,5032,732.6377951704635,1431.738900273148,778.4276573665755,94.87139085589207,1656.428571,0,235,17479,97995048,2
2809,43,1,1,2,6,2.0,0.0,6.0,0.0,186046.5116,46511.62791,43.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
55203,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,60,-1,0,0,0
80,100922639,8,7,358,11595,44.75,119.3359603,1656.428571,2429.118623,118.4372517,0.148628694,7208759.929,26100000.0,14400000.0,16800000.0,1,0,0,0,0,0,244,232,0.079268637,0.069360057,0,5792,747.4375,1747.133499,797.2666667,44.75,1656.428571,0,235,16994,97900000,2
80,99693721,11,6,915,11595,83.18181818,142.4653068,1932.5,1977.812908,125.4843322,0.170522274,6230857.563,24500000.0,9955716.7,112893.8,0,0,0,0,1,0,368,200,0.110337942,0.060184332,0,4344,695.0,1404.837901,735.8823529,83.18181818,1932.5,274,235,976,98100000,2
80,634280,3,5,26,11607,8.666666667,10.26320288,2321.4,4455.182578,18340.48054,12.61272624,90611.42857,238837.5024,735.0,158564.75,0,0,0,1,0,0,72,112,4.72977234,7.8829539,0,10220,1292.555556,3378.299021,1454.125,8.666666667,2321.4,8192,229,0,0,1
14622117,198,1,1,9,6,6.0,0.0,0.0,0.0,388359.4571098487,71205.36334432365,13.842533113048756,0.0,20.0,0.0,0,0,0,0,1,0,39,5,83177.96342300234,6561.120289635204,4,5,4.973755518841459,0.0,9.97375551884146,5.947511037682919,0.0,34,291,0,0,4
3513285,135,1,1,6,6,6.0,0.0,3.0,0.0,300000.0,242893.03303,19.0,0.0,19.0,0.0,0,0,0,0,1,1,42,27,102182.225,209535.0,5,4,5.0,0.0,8.0,6.0,6.0,34,-1,0,0,4
53527,239,1,1,0,0,0.0,0.0,0.0,0.0,0.0,8368.200837,239.0,0.0,0.0,0.0,0,0,0,0,1,0,32,32,4184.100418,4184.100418,0,0,0.0,0.0,0.0,0.0,0.0,130,65535,0,0,0
80,100418706,8,6,432,11595,54.0,145.4922678,1932.5,4065.734263,119.768522,0.139416256,7724515.846,27000000.0,14300000.0,20100000.0,1,0,0,0,0,0,244,200,0.079666432,0.059749824,0,10147,802.2,2612.83891,859.5,54.0,1932.5,0,235,8010,97400000,2
414310,173,1,0,11,2,5.767228659569696,0.0,2.301685978709087,0.0,456585.5990695892,54160.130870694986,14.603371957418174,0.0,13.836143297848478,0.0,0,0,0,0,1,0,39,9,136552.18493951234,191807.164892424,4,5,5.767228659569696,0.0,8.0,5.767228659569696,0.0,31,84,0,0,5
80,100167703,8,7,561,11595,70.2259563590942,144.55110145965227,1656.428571,2270.535730694404,121.39271803254336,0.1497610118654397,7154835.991784814,26148576.55615864,14297153.112317275,16645729.668475917,1,0,0,0,0,0,239,232,0.0798725397644147,0.0698884721010249,0,5792,760.1754781795471,1655.474993198064,810.8538434248503,70.2259563590942,1656.428571,0,235,16997,97997153,2
15088421,138,2,0,8,0,4.0,0.0,0.0,0.0,300000.0,127085.22449,8.0,0.0,22.0,0.0,0,0,0,0,1,0,42,25,250000.0,249873.0,4,4,5.0,0.0,10.0,6.0,2.0,34,-1,0,0,5
8930194,185,1,1,6,7,6.0,0.0,0.0,0.0,300000.0,88088.95413,8.0,0.0,22.0,0.0,0,0,0,0,1,1,42,15,45729.19675,0.0,4,5,6.0,0.0,9.0,6.0,3.0,34,153,0,0,5
7402,44,1,1,2,6,2.0,0.0,6.0,0.0,181818.1818,45454.54545,44.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
12903292,131,1,1,8,4,5.600139028284745,0.0,0.3998609717152555,0.0,384324.9347252612,96955.48639235836,18.399165830291533,0.0,12.20097319799321,0.0,0,0,0,0,1,0,42,30,122106.5472918067,150034.75707118615,5,5,6.0,0.0,8.199582915145767,5.0,4.2002780565694895,34,304,0,0,5
80,100816235,10,7,364,11595,35.11865747823328,113.10896630810642,1656.428571,2120.24084399577,118.62819942597048,0.1725343786709487,6156151.726038444,24146790.366711296,10729053.822281726,222.3980830747187,0,0,0,0,1,0,356,232,0.1031003547735111,0.0694340238974376,0,5792,650.6827188566976,1488.7796930228808,688.1503120535907,35.11865747823328,1656.428571,264,235,6450,97825281,2
80,1164347,3,6,26,11601,8.666666667,10.26320288,1933.5,1757.789948,9985.854732,7.729654476,145543.375,401818.4238,12039.5,232867.4,0,0,0,1,0,0,72,132,2.576551492,5.153102984,0,4380,1162.7,1645.241762,1291.888889,8.666666667,1933.5,8192,229,0,0,1
80,100418815,8,6,361,11595,45.125,127.632774,1932.5,2537.820147,119.0613532,0.139416104,7724524.231,27000000.0,14300000.0,221.2,0,0,0,0,1,0,280,200,0.079666345,0.059749759,0,5792,797.0666667,1797.03297,854.0,45.125,1932.5,251,235,267,97400000,2
5054,48,1,1,2,6,2.0,0.0,6.0,0.0,166666.6667,41666.66667,48.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
55096,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,60,-1,0,0,0
8083,32,1,1,2,6,2.0,0.0,6.0,0.0,250000.0,62500.0,32.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,31250.0,31250.0,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
54872,95,1,0,8,0,4.0,0.0,0.0,0.0,400000.0,42105.26316,8.0,0.0,8.0,0.0,0,0,0,0,1,0,25,0,42105.26316,0.0,4,4,4.0,0.0,7.0,4.0,0.0,28,-1,0,0,5
80,769444,3,6,26,11607,8.666666667,10.26320288,1934.5,2538.919278,15118.70909,11.69675766,96180.5,271572.1189,402.0,153880.4,0,0,0,1,0,0,72,132,3.89891922,7.797838439,0,5840,1163.3,2138.329153,1292.555556,8.666666667,1934.5,8192,229,0,0,1
3351,42,1,1,2,6,2.0,0.0,6.0,0.0,190476.1905,47619.04762,42.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
5058030,169,1,0,6,2,5.46676289324798,0.0,1.4002886797439398,0.0,382071.5895744169,167611.20013508646,19.0,0.0,13.13439182572778,0.0,0,0,0,0,1,0,42,23,70146.95968598689,231112.43952472048,5,5,5.53323710675202,0.0,9.59971132025606,6.0,6.0,34,72,0,0,4
6707421,129,1,0,12,0,5.0,0.0,0.0,0.0,317937.0,42105.26316,22.0,0.0,15.0,0.0,0,0,0,0,1,1,42,24,42105.26316,0.0,5,4,6.0,0.0,8.0,6.0,6.0,34,81,0,0,5
80,6464412,4,0,24,0,6.0,0.0,0.0,0.0,3.712634653,0.618772442,2154804.0,3731368.346,2154804.0,0.0,0,0,0,0,1,0,80,0,0.618772442,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,995,6463417,1
80,99436748,10,6,690,11595,69.0,145.4647724,1932.5,2181.008184,123.5458746,0.160906308,6629116.533,25300000.0,11000000.0,72083.6,0,0,0,0,1,0,336,200,0.100566442,0.060339865,0,5792,722.6470588,1531.985066,767.8125,69.0,1932.5,274,235,1007,98100000,2
80,620770,3,5,26,11607,8.666666667,10.26320288,2321.4,3327.769794,18739.62981,12.88722071,88681.42857,234166.9479,371.5,155181.25,0,0,0,1,0,0,72,112,4.832707766,8.054512944,0,7215,1292.555556,2650.585648,1454.125,8.666666667,2321.4,8192,229,0,0,1
4195245,167,1,1,7,5,6.0,0.0,1.852614026198512,0.0,359591.02039734536,200022.50967186663,18.235076017465676,0.0,17.47015203493135,0.0,0,0,0,0,1,0,42,32,117142.8550340062,129395.82665983506,5,4,5.0,0.0,8.382461991267164,6.0,6.0,33,152,0,0,4
80,100832978,11,5,322,11595,29.27272727,97.08665295,2319.0,2423.629716,118.1855404,0.158678245,6722198.533,25200000.0,10100000.0,2168.0,0,0,0,0,1,0,376,168,0.109091294,0.049586952,0,5792,701.0,1622.779175,744.8125,29.27272727,2319.0,274,235,8,97800000,2
80,100760473,9,6,341,11595,36.15165066465937,109.2240201012325,1932.5,2344.5336134285044,118.46884351306808,0.1533776240068278,6977441.088609878,25680751.011048075,11961502.02209615,1216.8212857562594,0,0,0,0,1,0,315,200,0.0938296058755441,0.0595480181312836,0,5010,726.006026550398,1635.4479219974678,773.0698526405201,36.15165066465937,1932.5,261,235,899,97764855,2
254763,196,1,1,6,6,6.0,0.0,5.826605267054559,0.0,300000.0,155369.054218243,19.94220175568485,0.0,19.94220175568485,0.0,0,0,0,0,1,1,40,39,147236.21655794326,153441.0184753023,5,5,5.942201755684852,0.0,9.884403511369705,6.0,6.0,32,282,0,0,4
55054,109,1,1,6,6,6.0,0.0,6.0,0.0,110091.7431,18348.62385,109.0,0.0,0.0,0.0,0,0,0,0,1,1,20,20,9174.311927,9174.311927,6,6,6.0,0.0,9.0,6.0,6.0,29,256,0,0,0
54874,201,1,1,9,7,6.0,0.0,6.0,0.0,454950.0748030457,227475.0374015229,20.19800299212183,0.0,20.19800299212183,0.0,0,0,0,0,1,1,40,40,227475.0374015229,227475.0374015229,6,6,6.0,0.0,10.099001496060914,6.0,6.0,32,335,0,0,4
2030,19,1,1,2,6,2.0,0.0,6.0,0.0,421052.6316,105263.1579,19.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,52631.57895,52631.57895,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
55254,3,3,0,43,0,14.33333333,14.43375673,0.0,0.0,14300000.0,1000000.0,1.5,0.707106781,1.5,0.0,0,0,0,0,1,0,60,0,1000000.0,0.0,6,31,12.25,12.5,16.33333333,14.33333333,0.0,946,-1,0,0,0
54863,3,2,0,12,0,6.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,0.0,0,0,0,0,1,0,40,0,666666.6667,0.0,6,6,6.0,0.0,9.0,6.0,0.0,32,-1,0,0,0
55156,3,2,0,37,0,18.5,17.67766953,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3.0,0.0,0,1,0,0,1,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,34.0,18.5,0.0,62,-1,0,0,0
55277,4,2,0,12,0,6.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,0.0,0,0,0,0,1,0,40,0,500000.0,0.0,6,6,6.0,0.0,9.0,6.0,0.0,35095,-1,0,0,0
80,5831910,4,0,24,0,6.0,0.0,0.0,0.0,4.115289845,0.685881641,1943970.0,3366172.367,1943970.0,0.0,0,0,0,0,1,0,80,0,0.685881641,0.0,6,6,6.0,0.0,7.5,6.0,0.0,256,-1,1019,5830891,1
1274943,220,1,1,8,7,6.0,0.0,4.603371957418174,0.0,489713.6016950444,222254.14387899364,20.83614329784848,0.0,20.370600616987872,0.0,0,0,0,0,1,0,42,42,224697.49232180408,191807.164892424,6,5,5.767228659569696,0.0,10.534457319139392,6.0,6.0,33,400,0,0,4
80,101035159,9,5,436,11595,48.44444444,136.3663367,2319.0,5185.44164,119.07736,0.138565625,7771935.308,27100000.0,12600000.0,25300000.0,1,0,0,0,0,0,264,168,0.089077902,0.049487723,0,11595,802.4666667,2987.52953,859.7857143,48.44444444,2319.0,0,235,12977,98000000,2
80,99248750,8,8,403,13043,50.375,132.8177457,1630.375,1964.798931,135.4777768,0.161211098,6616583.333,25300000.0,14200000.0,14200000.0,1,0,0,0,0,0,224,264,0.080605549,0.080605549,0,5792,791.2941176,1536.785556,840.75,50.375,1630.375,0,235,192634,97900000,2
2160,75,1,1,2,6,2.0,0.0,6.0,0.0,106666.6667,26666.66667,75.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
8081,49,1,1,2,6,2.0,0.0,6.0,0.0,163265.3061,40816.32653,49.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
80,113298367,7,6,351,11595,50.14285714,132.66553,1932.5,2537.820147,105.4384129,0.114741283,9441530.583,28000000.0,18900000.0,491.4,0,0,0,0,1,0,240,200,0.061783768,0.052957515,0,5792,853.2857143,1850.983997,918.9230769,50.14285714,1932.5,251,235,4,56600000,2
24444,49,1,1,2,6,2.0,0.0,6.0,0.0,163265.3061,40816.32653,49.0,0.0,0.0,0.0,0,0,0,1,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.0,2.0,6.0,1024,0,0,0,3
